City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
462,La Libertad,EC,-2.2333,-80.9,78.46,73,20,10.36,few clouds
463,Tocopilla,CL,-22.092,-70.1979,67.93,71,91,7.96,overcast clouds
464,Bardiyah,LY,31.7561,25.0865,65.34,62,1,7.29,clear sky
465,Hokitika,NZ,-42.7167,170.9667,50.77,74,0,5.06,clear sky
466,San Pedro,PH,14.35,121.0167,82.26,79,20,3.44,few clouds
467,Aranos,NA,-24.1333,19.1167,67.28,32,5,11.68,clear sky
468,Lannion,FR,48.75,-3.4167,52.68,71,0,9.22,clear sky
469,Pontianak,ID,-0.0333,109.3333,75.18,100,100,3.44,overcast clouds
470,Penzance,GB,50.1186,-5.5371,48.88,73,16,17.49,few clouds
471,General Cepeda,MX,25.3833,-101.45,73.08,57,67,12.17,broken clouds
472,Sitka,US,57.0531,-135.33,46.29,81,100,0.0,light rain
473,Sao Pedro Do Sul,BR,-29.6206,-54.1789,78.78,83,67,7.94,broken clouds
474,Jaisalmer,IN,26.9147,70.9181,89.13,28,0,13.58,clear sky
475,Oranjemund,NA,-28.55,16.4333,57.31,76,0,8.63,clear sky
476,Visby,SE,57.6409,18.296,37.62,65,100,5.75,overcast clouds
477,Broken Hill,AU,-31.95,141.4333,58.71,88,100,4.61,overcast clouds
478,Verkhnyaya Inta,RU,65.9811,60.3094,38.43,90,99,16.91,overcast clouds
479,Lishu,CN,43.3047,124.3278,39.43,47,51,7.05,broken clouds
480,Carahue,CL,-38.7,-73.1667,50.59,84,22,7.07,few clouds
481,Port Huron,US,42.9709,-82.4249,46.06,61,100,11.5,overcast clouds
482,Roald,NO,62.5833,6.1333,42.75,75,20,16.11,few clouds
483,Riviere-Au-Renard,CA,48.9957,-64.3971,48.49,95,100,7.63,overcast clouds
484,Mega,ET,4.05,38.3,60.58,87,100,5.53,light rain
485,Maldonado,UY,-34.6667,-54.9167,77.23,77,52,12.48,broken clouds
486,Flin Flon,CA,54.7682,-101.865,35.98,57,0,11.81,clear sky
487,Mersing,MY,2.4312,103.8405,75.11,94,20,5.75,few clouds
488,Kendari,ID,-3.945,122.4989,74.88,95,71,4.23,broken clouds
489,Pontarlier,FR,46.8333,6.25,38.89,94,4,3.24,clear sky
490,Ponta Delgada,PT,37.7333,-25.6667,63.32,77,20,9.22,few clouds
491,Montlucon,FR,46.3333,2.6,49.69,80,29,6.08,scattered clouds
492,Port Lincoln,AU,-34.7333,135.8667,61.18,88,26,4.32,scattered clouds
493,Viedma,AR,-40.8135,-62.9967,68.27,29,100,13.04,overcast clouds
494,Ambilobe,MG,-13.2,49.05,72.93,86,84,3.71,broken clouds
495,Lahaina,US,20.8783,-156.6825,82.4,81,48,9.53,scattered clouds
496,Senanga,ZM,-16.1167,23.2667,69.82,51,60,5.26,broken clouds
497,Solnechnyy,RU,50.7214,136.6319,26.83,96,100,7.87,light snow
498,Porto Novo,BJ,6.4965,2.6036,82.22,84,44,6.24,scattered clouds
499,Drayton Valley,CA,53.2168,-114.9854,49.62,57,100,6.62,overcast clouds
500,Xunchang,CN,28.4543,104.715,68.95,82,55,2.42,broken clouds
501,Akdepe,TM,42.0551,59.3788,62.69,43,95,11.95,overcast clouds
502,Bonthe,SL,7.5264,-12.505,81.0,80,86,11.07,overcast clouds
503,Fairbanks,US,64.8378,-147.7164,48.54,57,100,4.61,overcast clouds
504,Falun,SE,60.6036,15.626,39.61,53,88,4.97,overcast clouds
505,Richmond,US,37.5538,-77.4603,76.66,81,100,21.85,heavy intensity rain
506,Fredericksburg,US,38.3032,-77.4605,65.01,77,100,8.05,overcast clouds
507,Upata,VE,8.0086,-62.3989,84.56,62,95,5.66,overcast clouds
508,Zhigansk,RU,66.7697,123.3711,4.46,94,32,9.44,scattered clouds
509,Sal Rei,CV,16.1833,-22.9167,71.15,77,98,19.53,overcast clouds
510,Challans,FR,46.8436,-1.8749,59.2,81,76,10.25,broken clouds
511,Moose Factory,CA,51.2585,-80.6094,23.0,74,100,16.11,overcast clouds
512,Zhangye,CN,38.9342,100.4517,47.75,22,100,15.7,overcast clouds
513,Huarmey,PE,-10.0681,-78.1522,72.61,77,43,12.55,scattered clouds
514,Srednekolymsk,RU,67.45,153.6833,16.99,95,100,12.64,light snow
515,Champerico,GT,14.3,-91.9167,93.74,60,24,12.88,few clouds
516,Marawi,PH,7.9986,124.2928,69.66,92,100,1.79,overcast clouds
517,Burns Lake,CA,54.2331,-125.7533,47.62,34,13,6.02,few clouds
518,Margate,GB,51.3813,1.3862,49.3,72,75,3.0,broken clouds
519,Havre-Saint-Pierre,CA,50.2334,-63.5986,39.56,93,100,5.75,overcast clouds
520,Arroyo,ES,41.6096,-4.7969,56.07,79,0,3.44,clear sky
521,Huangmei,CN,30.1924,116.025,68.86,86,100,7.58,overcast clouds
522,Nexo,DK,55.0607,15.1306,39.29,77,94,0.56,overcast clouds
523,Vagur,FO,61.4732,-6.8119,42.13,63,92,5.61,overcast clouds
524,Bandarbeyla,SO,9.4942,50.8122,81.81,76,5,7.45,clear sky
525,Qaqortoq,GL,60.7167,-46.0333,39.27,75,99,1.9,overcast clouds
526,New Milford,US,40.9327,-74.0179,65.98,81,100,6.91,mist
527,Isangel,VU,-19.55,169.2667,76.37,56,100,14.23,overcast clouds
528,Chulman,RU,56.8479,124.9104,11.57,99,96,2.15,overcast clouds
529,Mahon,ES,39.8885,4.2658,57.76,82,0,6.91,clear sky
530,Barabai,ID,-2.5833,115.3833,73.08,98,100,0.56,moderate rain
531,Makokou,GA,0.5738,12.8642,71.28,97,100,2.48,moderate rain
532,Kaitong,CN,44.8135,123.15,41.18,34,3,12.08,clear sky
533,Beringovskiy,RU,63.05,179.3167,32.11,99,100,9.6,overcast clouds
534,Samarai,PG,-10.6167,150.6667,81.07,77,100,4.99,overcast clouds
535,Tiznit,MA,29.5833,-9.5,56.21,74,0,8.12,clear sky
536,Broome,US,42.2506,-75.833,55.71,82,100,8.05,overcast clouds
537,Opuwo,NA,-18.0607,13.84,70.9,37,8,2.68,clear sky
538,Thabazimbi,ZA,-24.5917,27.4116,63.99,52,0,2.44,clear sky
539,Domoni,KM,-12.2569,44.5319,79.34,82,23,1.36,few clouds
540,Bom Jesus,BR,-9.0744,-44.3586,91.22,30,45,7.49,scattered clouds
541,Mahanoro,MG,-19.9,48.8,72.95,89,20,6.53,few clouds
542,Yuzhno-Kurilsk,RU,44.0306,145.8556,40.8,99,100,6.69,moderate rain
543,Salina,US,38.8403,-97.6114,73.02,23,0,17.27,clear sky
544,Cumbitara,CO,1.6517,-77.5823,65.52,87,100,5.03,moderate rain
545,Alice Springs,AU,-23.7,133.8833,51.35,76,85,0.0,overcast clouds
546,Singkang,MY,2.1006,102.7994,77.05,91,100,2.68,overcast clouds
547,San Diego,US,32.7153,-117.1573,87.08,56,40,11.5,scattered clouds
548,Turukhansk,RU,65.8167,87.9833,10.83,95,22,4.07,few clouds
549,Jiuquan,CN,39.7432,98.5174,47.97,39,100,9.57,overcast clouds
550,Singaparna,ID,-7.3515,108.111,72.43,96,100,2.86,overcast clouds
551,Daru,PG,-9.0763,143.2092,79.86,82,100,5.03,overcast clouds
552,Surat,IN,21.1667,72.8333,83.97,63,0,5.77,clear sky
553,Pangkalanbuun,ID,-2.6833,111.6167,75.42,97,100,0.96,overcast clouds
554,Magadan,RU,59.5667,150.8,25.54,68,14,5.06,few clouds
555,Walvis Bay,NA,-22.9575,14.5053,63.55,77,0,3.44,clear sky
556,Garowe,SO,8.4054,48.4845,78.85,62,29,14.29,scattered clouds
557,Dhidhdhoo,MV,6.8833,73.1,84.56,71,100,0.13,overcast clouds
558,Cartagena Del Chaira,CO,1.3349,-74.8429,85.46,69,91,1.81,overcast clouds
559,Kupang,ID,-10.1667,123.5833,75.43,83,100,4.9,overcast clouds
560,Namibe,AO,-15.1961,12.1522,71.64,74,1,4.81,clear sky
561,Kutum,SD,14.2,24.6667,80.4,20,94,1.54,overcast clouds
562,Vidim,RU,56.4088,103.1106,32.85,84,100,9.33,overcast clouds
563,Rabo De Peixe,PT,37.8,-25.5833,62.11,77,20,9.22,few clouds
564,Kalabo,ZM,-14.97,22.6814,67.98,58,74,4.12,broken clouds
565,Lata,PT,40.1629,-8.3327,57.92,94,2,1.28,clear sky
566,Ambon,ID,-3.6954,128.1814,81.21,79,56,4.65,broken clouds
567,Canutama,BR,-6.5339,-64.3831,82.35,86,100,1.97,overcast clouds
568,Erzin,TR,36.9559,36.2,63.93,53,0,1.54,clear sky
569,Ust-Kuyga,RU,70.0167,135.6,-6.79,100,96,2.39,overcast clouds
570,Kajaani,FI,64.2273,27.7285,30.25,59,0,5.75,clear sky
571,Orange,US,33.7,-117.7675,89.67,42,75,12.66,broken clouds
572,Mukhen,RU,48.1,136.1,35.29,100,100,5.14,light snow
573,Inongo,CD,-1.95,18.2667,73.42,90,100,3.49,overcast clouds
574,Sur,OM,22.5667,59.5289,87.26,50,4,9.13,clear sky
575,Kouroussa,GN,10.65,-9.8833,89.78,16,5,2.28,clear sky
576,West University Place,US,29.718,-95.4338,80.26,63,0,11.5,clear sky
577,Bielefeld,DE,52.0333,8.5333,50.22,91,62,6.73,broken clouds
578,Gopalpur,IN,19.2667,84.9167,80.64,86,5,16.78,clear sky
579,Huilong,CN,31.8111,121.655,60.93,92,100,8.19,overcast clouds
580,Maningrida,AU,-12.0667,134.2667,76.39,88,50,2.21,scattered clouds
581,Warrington,GB,53.3925,-2.5802,53.96,64,40,9.22,scattered clouds
582,Shushtar,IR,32.0455,48.8567,80.53,40,2,4.14,light rain
583,Ordu,TR,40.9086,37.6845,41.5,82,7,1.95,clear sky
584,Sechura,PE,-5.5569,-80.8222,79.97,56,75,14.38,broken clouds
585,Revelstoke,CA,50.9832,-118.2023,48.22,81,100,3.44,overcast clouds
586,Niquero,CU,20.0431,-77.5828,82.83,63,19,5.86,few clouds
587,Sibolga,ID,1.7427,98.7792,77.85,82,100,3.51,overcast clouds
588,Puerto Madryn,AR,-42.7692,-65.0385,64.35,25,100,20.22,overcast clouds
589,Nantucket,US,41.2835,-70.0995,53.71,81,100,11.5,overcast clouds
590,Yatou,CN,37.15,122.3833,50.34,55,53,11.27,broken clouds
591,Ashqelon,IL,31.6693,34.5715,67.89,72,91,7.61,overcast clouds
592,Adilcevaz,TR,38.8039,42.7342,51.55,78,100,3.67,overcast clouds
593,Orneta,PL,54.1148,20.1333,40.84,79,52,4.18,broken clouds
594,College,US,64.8569,-147.8028,48.52,57,75,4.61,broken clouds
595,Porbandar,IN,21.6422,69.6093,81.14,79,0,9.15,clear sky
596,Bayevo,RU,53.2833,80.7667,44.42,80,37,4.5,scattered clouds
597,Tete,MZ,-16.1564,33.5867,74.16,81,86,7.18,overcast clouds
598,Mauriti,BR,-7.3892,-38.7744,85.03,43,84,5.95,broken clouds
599,Sabang,ID,5.8933,95.3214,84.16,73,100,7.2,overcast clouds
600,Neijiang,CN,29.5835,105.0622,73.67,66,100,2.44,overcast clouds
601,Sabha,LY,27.0377,14.4283,85.69,8,100,11.3,overcast clouds
602,Shalakusha,RU,62.2247,40.2539,37.99,96,100,7.34,overcast clouds
603,Konstantinovka,RU,49.6167,127.9833,33.06,71,0,16.17,clear sky
604,Bose,IT,45.4612,8.0137,56.84,92,7,2.37,clear sky
605,Xifeng,CN,42.7372,124.7222,38.03,53,52,4.94,broken clouds
606,Pundaguitan,PH,6.3711,126.1689,81.66,76,99,4.25,overcast clouds
607,Lumut,MY,4.2323,100.6298,78.82,89,40,0.0,scattered clouds
608,Kushiro,JP,42.975,144.3747,44.85,99,100,4.41,moderate rain
609,Kuantan,MY,3.8077,103.326,78.91,94,20,0.0,few clouds
610,Saqqez,IR,36.2499,46.2735,48.25,88,100,1.45,overcast clouds
611,Okha,RU,53.5739,142.9478,28.04,96,100,17.31,snow
612,Megion,RU,61.0296,76.1136,26.62,98,100,4.14,overcast clouds
613,Grand Forks,US,47.9417,-97.4337,33.53,69,75,8.05,broken clouds
614,Fort Myers Beach,US,26.452,-81.9481,90.05,59,75,17.27,broken clouds
615,Lock Haven,US,41.137,-77.4469,59.97,88,100,7.16,overcast clouds
616,Puerto Baquerizo Moreno,EC,-0.9,-89.6,79.79,65,40,9.22,scattered clouds
617,Jalu,LY,29.0331,21.5482,83.14,13,89,15.37,overcast clouds
618,Itoman,JP,26.1247,127.6694,77.77,96,75,16.11,broken clouds
619,Rafraf,TN,37.1904,10.1837,64.71,65,0,10.78,clear sky
620,Pitimbu,BR,-7.4706,-34.8086,81.19,70,14,13.82,few clouds
621,Garissa,KE,-0.4536,39.6401,80.13,73,100,15.95,light rain
622,Sarankhola,BD,22.3082,89.7897,78.93,94,0,6.08,clear sky
623,Healdsburg,US,38.6105,-122.8692,76.1,41,0,5.75,clear sky
624,Lhokseumawe,ID,5.1801,97.1507,77.97,89,98,4.41,overcast clouds
625,Bereda,ES,43.2686,-7.5406,52.57,100,100,1.79,overcast clouds
626,Douglas,US,41.3,-96.167,70.86,24,0,11.5,clear sky
627,Morgan City,US,29.6994,-91.2068,82.99,61,0,9.22,clear sky
628,Tromso,NO,69.6496,18.957,23.02,86,75,5.75,broken clouds
629,Grand Baie,MU,-20.0182,57.5802,76.44,76,9,3.0,clear sky
630,Cap Malheureux,MU,-19.9842,57.6142,76.46,76,8,3.0,clear sky
631,Espanola,US,35.9911,-106.0806,72.52,20,86,7.0,overcast clouds
632,Kiyasovo,RU,56.3491,53.1244,55.29,83,100,13.31,moderate rain
633,Dapaong,TG,10.8639,0.205,95.74,24,43,3.4,scattered clouds
634,Oranjestad,AW,12.524,-70.027,80.02,80,80,19.13,broken clouds
635,Ampanihy,MG,-24.7,44.75,71.91,84,100,16.02,light rain
636,Lovozero,RU,68.005,35.0117,17.2,69,100,15.12,overcast clouds
637,Atasu,KZ,48.6814,71.6433,49.95,44,92,6.11,overcast clouds
638,Raga,SS,8.4596,25.678,84.38,27,50,2.13,scattered clouds
639,Praia Da Vitoria,PT,38.7333,-27.0667,64.65,77,40,16.64,scattered clouds
640,Bac Lieu,VN,9.285,105.7244,81.86,75,100,5.03,overcast clouds
641,Umba,RU,66.6871,34.3429,20.17,78,19,5.75,few clouds
642,Pinotepa Nacional,MX,16.3167,-98.0167,93.02,37,57,12.95,broken clouds
643,Boguchany,RU,58.3814,97.4531,27.27,94,100,4.41,overcast clouds
644,Aktau,KZ,43.65,51.2,64.98,31,92,17.07,overcast clouds
645,Alenquer,BR,-1.9417,-54.7383,79.93,89,100,4.65,overcast clouds
646,Eyl,SO,7.9803,49.8164,81.86,74,43,10.16,scattered clouds
647,Vestmanna,FO,62.1564,-7.1664,38.32,75,20,4.61,few clouds
648,Beloha,MG,-25.1667,45.05,71.94,84,100,11.32,overcast clouds
649,San Policarpo,PH,12.1791,125.5072,81.16,86,100,12.46,moderate rain
650,Montelibano,CO,7.9829,-75.4229,87.39,66,100,5.97,overcast clouds
651,Sisimiut,GL,66.9395,-53.6735,34.21,91,100,15.66,snow
652,Stokmarknes,NO,68.5646,14.9108,28.36,93,75,9.22,light snow
653,Belmonte,BR,-15.8631,-38.8828,78.55,77,32,8.93,scattered clouds
654,Banda Aceh,ID,5.5577,95.3222,80.35,84,100,6.08,overcast clouds
655,Florianopolis,BR,-27.6146,-48.5012,75.56,83,75,13.8,broken clouds
656,La Ronge,CA,55.1001,-105.2842,43.05,24,0,19.57,clear sky
657,Paine,CL,-33.8167,-70.75,65.71,68,100,8.48,moderate rain
658,Springfield,US,37.2153,-93.2982,64.53,33,0,3.0,clear sky
659,Abu Kamal,SY,34.4506,40.9171,74.79,46,0,13.8,clear sky
660,Lingao,CN,19.9103,109.6859,77.65,87,6,4.92,clear sky
661,Soyo,AO,-6.1349,12.3689,78.39,89,100,7.23,light rain
662,San Rafael Del Sur,NI,11.8485,-86.4384,90.57,59,99,6.15,overcast clouds
663,Cherepovets,RU,59.1333,37.9,37.22,100,20,2.24,few clouds
664,Lahstedt,DE,52.2483,10.2325,51.91,84,97,5.41,overcast clouds
665,Stromness,GB,58.965,-3.296,44.56,79,89,4.0,overcast clouds
666,Campo Verde,BR,-20.4167,-54.0667,86.68,48,55,6.96,broken clouds
667,Ginda,IN,30.6945,78.4932,58.93,30,0,8.1,clear sky
668,Leningradskiy,RU,69.3833,178.4167,10.45,90,63,10.4,broken clouds
669,Nioro,GM,13.35,-15.75,94.87,16,20,7.54,few clouds
670,Kharan,PK,28.5833,65.4167,86.18,10,5,4.52,clear sky
671,Hudson,US,40.7168,-74.0663,67.17,75,100,11.5,mist
672,Liberal,US,37.0431,-100.921,72.64,16,0,28.77,clear sky
673,Berlevag,NO,70.8578,29.0864,17.4,78,100,33.2,light snow
674,Ramona,US,33.0417,-116.8681,86.16,22,0,10.36,clear sky
675,Moscow,RU,55.7522,37.6156,55.24,61,100,6.6,overcast clouds
676,Clarence Town,AU,-32.5833,151.7833,65.86,96,87,3.11,overcast clouds
677,Neuquen,AR,-38.9516,-68.0591,57.09,47,75,10.36,broken clouds
678,Sturgeon Bay,US,44.8342,-87.377,36.0,60,20,16.11,light rain
679,Tefe,BR,-3.3542,-64.7114,86.11,79,75,5.75,moderate rain
680,Mehamn,NO,71.0357,27.8492,19.06,75,100,29.91,light snow
681,Cervo,ES,43.6702,-7.4101,54.97,93,100,4.81,overcast clouds
682,Kasongo-Lunda,CD,-6.4667,16.8167,71.46,96,100,1.57,light rain
683,Sahuaripa,MX,29.05,-109.2333,98.62,10,0,9.04,clear sky
684,Kattivakkam,IN,13.2167,80.3167,86.09,88,78,10.0,broken clouds
685,Ruwi,OM,23.5996,58.5507,89.29,36,55,10.0,broken clouds
686,Mayenne,FR,48.3333,-0.6667,51.24,83,20,9.98,few clouds
687,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,71.01,82,56,9.78,broken clouds
688,Kuytun,RU,54.3419,101.5036,35.15,66,100,5.61,overcast clouds
689,Hualmay,PE,-11.0964,-77.6139,72.37,75,25,11.14,scattered clouds
690,Amahai,ID,-3.3333,128.9167,78.15,85,82,3.47,broken clouds
691,Asau,RO,46.4333,26.4,51.28,90,35,1.66,scattered clouds
692,Azuaga,ES,38.2667,-5.6833,54.32,73,100,4.0,overcast clouds
693,Sulangan,PH,11.1373,123.7228,81.72,80,100,11.18,overcast clouds
694,Duncan,US,34.5023,-97.9578,71.82,25,0,8.05,clear sky
